Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,W,L,total_games,win_pct,games_pct,Season,PTS_pct,BPM_pct,VORP_pct,WS_pct,win_pct_pct,TS%_pct,PER_pct,MVP_Score,is_mvp
Pelle Larsson,24.0,MIA,SG,70.0,54.0,26.4,4.0,8.0,0.496,0.9,2.7,0.323,3.1,5.2,0.586,0.551,2.6,3.3,0.797,1.0,2.5,3.5,3.4,0.7,0.2,1.4,2.1,11.4,24.0,SG,70.0,54.0,1849.0,13.1,0.605,0.343,0.413,3.8,9.9,6.8,16.8,1.2,0.8,13.3,16.8,2.6,1.5,4.1,0.106,-1.2,0.0,-1.2,0.4,43.0,39.0,82.0,0.524390243902439,0.8536585365853658,2026,0.34916201117318435,0.26536312849162014,0.27932960893854747,0.4860335195530726,0.4245810055865922,0.6871508379888268,0.3016759776536313,,
Sandro Mamukelashvili,26.0,TOR,C,80.0,13.0,21.9,4.1,7.9,0.523,1.4,3.7,0.389,2.7,4.2,0.642,0.614,1.5,2.0,0.747,1.4,3.6,4.9,1.9,0.8,0.5,0.8,1.8,11.2,26.0,C,80.0,13.0,1751.0,18.1,0.637,0.469,0.25,6.9,18.8,12.8,12.4,1.8,2.3,8.7,18.8,3.6,2.5,6.2,0.169,2.1,0.7,2.8,2.1,46.0,36.0,82.0,0.5609756097560976,0.975609756097561,2026,0.3407821229050279,0.8324022346368715,0.7513966480446927,0.7318435754189944,0.6145251396648045,0.8966480446927374,0.7821229050279329,,
Julian Champagnie,24.0,SAS,SF,82.0,68.0,27.6,3.7,8.4,0.437,2.4,6.2,0.381,1.3,2.2,0.599,0.578,1.4,1.6,0.844,0.9,4.9,5.8,1.5,0.8,0.5,0.8,1.6,11.1,24.0,SF,82.0,68.0,2266.0,13.1,0.609,0.743,0.196,3.6,18.4,11.2,7.3,1.3,1.5,8.4,15.2,2.8,3.4,6.2,0.132,0.5,0.8,1.4,1.9,62.0,20.0,82.0,0.7560975609756098,1.0,2026,0.3268156424581006,0.6620111731843575,0.7122905027932961,0.7318435754189944,0.9385474860335196,0.723463687150838,0.3016759776536313,,
Isaiah Joe,26.0,OKC,SG,71.0,9.0,21.2,3.5,7.6,0.455,2.5,6.0,0.423,0.9,1.6,0.574,0.622,1.5,1.7,0.894,0.5,2.1,2.5,1.3,0.7,0.2,0.6,1.7,11.1,26.0,SG,71.0,9.0,1507.0,15.5,0.657,0.788,0.227,2.5,10.2,6.5,8.6,1.6,0.7,7.0,18.4,3.2,2.4,5.5,0.176,2.0,0.5,2.5,1.7,64.0,18.0,82.0,0.7804878048780488,0.8658536585365854,2026,0.3268156424581006,0.7877094972067039,0.6536312849162011,0.6480446927374302,0.9832402234636871,0.9385474860335196,0.5111731843575419,,
Cam Spencer,25.0,MEM,SG,72.0,20.0,23.8,3.7,7.7,0.473,2.0,4.5,0.449,1.6,3.2,0.506,0.604,1.8,1.9,0.94,0.6,2.0,2.5,5.6,0.7,0.2,1.3,1.4,11.1,25.0,SG,72.0,20.0,1714.0,17.2,0.649,0.585,0.241,2.5,9.2,5.8,33.1,1.4,0.6,13.1,17.2,4.7,0.6,5.3,0.149,3.0,-0.8,2.2,1.8,25.0,57.0,82.0,0.3048780487804878,0.8780487804878049,2026,0.3268156424581006,0.7541899441340782,0.6871508379888268,0.6284916201117319,0.17597765363128492,0.9217877094972067,0.7011173184357542,,
Kel'el Ware,21.0,MIA,C,77.0,34.0,22.1,4.5,8.4,0.53,1.2,3.0,0.395,3.3,5.4,0.606,0.601,0.9,1.2,0.74,2.8,6.2,9.0,0.7,0.8,1.1,0.8,1.5,11.1,21.0,C,77.0,34.0,1704.0,20.0,0.616,0.359,0.148,13.1,29.2,21.1,4.6,1.6,4.4,8.2,18.0,3.2,3.0,6.2,0.175,2.1,0.1,2.1,1.8,43.0,39.0,82.0,0.524390243902439,0.9390243902439024,2026,0.3268156424581006,0.7430167597765364,0.6871508379888268,0.7318435754189944,0.4245810055865922,0.7793296089385475,0.8519553072625698,,
Rudy Gobert,33.0,MIN,C,76.0,76.0,31.3,4.4,6.5,0.682,0.0,0.1,0.0,4.4,6.4,0.689,0.682,2.1,4.0,0.526,3.9,7.5,11.5,1.7,0.8,1.6,1.4,2.6,10.9,33.0,C,76.0,76.0,2380.0,17.5,0.664,0.01,0.615,14.1,25.9,20.1,7.2,1.2,4.5,14.5,12.9,4.8,4.0,8.7,0.176,0.0,0.9,1.0,1.8,49.0,33.0,82.0,0.5975609756097561,0.926829268292683,2026,0.3128491620111732,0.6061452513966481,0.6871508379888268,0.9245810055865922,0.6675977653631285,0.9441340782122905,0.729050279329609,,
Bub Carrington,20.0,WAS,PG,82.0,48.0,27.7,3.8,9.0,0.424,2.1,5.0,0.408,1.8,4.0,0.443,0.538,1.0,1.4,0.73,0.4,3.0,3.4,4.6,0.6,0.2,2.3,2.2,10.7,20.0,PG,82.0,48.0,2271.0,9.9,0.556,0.559,0.15,1.5,11.7,6.5,23.0,1.1,0.7,19.5,18.0,-0.3,-0.1,-0.4,-0.009,-2.2,-2.5,-4.7,-1.6,17.0,65.0,82.0,0.2073170731707317,1.0,2026,0.30726256983240224,0.03910614525139665,0.00558659217877095,0.0223463687150838,0.01675977653631285,0.22905027932960895,0.08659217877094973,,
Tari Eason,24.0,HOU,PF,60.0,34.0,25.8,4.0,9.7,0.416,1.6,4.3,0.358,2.5,5.3,0.463,0.496,0.9,1.1,0.776,2.1,4.2,6.3,1.5,1.2,0.5,1.4,2.3,10.5,24.0,PF,60.0,34.0,1549.0,12.9,0.514,0.448,0.116,9.0,17.8,13.5,8.0,2.3,1.7,11.7,18.7,0.6,2.3,2.9,0.091,-1.8,0.2,-1.6,0.2,52.0,30.0,82.0,0.6341463414634146,0.7317073170731707,2026,0.3016759776536313,0.21508379888268156,0.22625698324022347,0.30446927374301674,0.7150837988826816,0.0335195530726257,0.28212290502793297,,
A.J. Green,26.0,MIL,SG,78.0,68.0,29.1,3.4,7.9,0.424,3.0,7.1,0.419,0.4,0.8,0.469,0.612,0.7,0.8,0.855,0.4,2.4,2.7,1.9,0.5,0.1,1.0,2.3,10.4,26.0,SG,78.0,68.0,2270.0,9.4,0.627,0.896,0.1,1.5,9.1,5.3,9.2,0.8,0.4,10.4,14.0,2.0,0.4,2.4,0.05,-1.5,-1.8,-3.3,-0.8,32.0,50.0,82.0,0.3902439024390244,0.9512195121951219,2026,0.29608938547486036,0.0782122905027933,0.06424581005586592,0.20670391061452514,0.30446927374301674,0.8491620111731844,0.055865921787709494,,
Will Riley,19.0,WAS,SF,74.0,18.0,22.1,3.7,8.4,0.439,1.1,3.3,0.316,2.6,5.0,0.52,0.502,1.9,2.4,0.8,0.8,2.1,2.9,2.0,0.7,0.1,1.3,1.2,10.3,19.0,SF,74.0,18.0,1633.0,12.1,0.548,0.4,0.291,3.6,10.4,7.0,12.7,1.6,0.5,11.9,20.2,0.4,0.0,0.4,0.012,-1.9,-2.6,-4.5,-1.0,17.0,65.0,82.0,0.2073170731707317,0.9024390243902439,2026,0.2905027932960894,0.04748603351955307,0.05027932960893855,0.05865921787709497,0.01675977653631285,0.19273743016759776,0.2346368715083799,,
Neemias Queta,26.0,BOS,C,76.0,75.0,25.3,4.3,6.6,0.653,0.0,0.1,0.125,4.3,6.5,0.662,0.654,1.6,2.3,0.703,3.0,5.3,8.4,1.7,0.8,1.3,1.0,2.8,10.2,26.0,C,76.0,75.0,1926.0,20.3,0.674,0.016,0.351,13.4,22.7,18.1,9.3,1.6,5.2,11.5,14.7,5.4,3.6,9.0,0.224,0.9,2.0,2.8,2.4,56.0,26.0,82.0,0.6829268292682927,0.926829268292683,2026,0.28212290502793297,0.8324022346368715,0.8016759776536313,0.9385474860335196,0.8603351955307262,0.9664804469273743,0.8687150837988827,,
Ziaire Williams,24.0,BRK,SF,56.0,13.0,22.9,3.3,7.7,0.425,1.5,4.5,0.343,1.8,3.3,0.538,0.524,2.1,2.5,0.85,0.5,1.9,2.4,1.1,1.4,0.4,1.1,2.1,10.2,24.0,SF,56.0,13.0,1281.0,12.4,0.579,0.58,0.323,2.6,10.0,6.1,7.4,2.9,1.5,10.7,18.9,0.5,1.1,1.6,0.059,-2.0,0.4,-1.7,0.1,20.0,62.0,82.0,0.24390243902439024,0.6829268292682927,2026,0.28212290502793297,0.19832402234636873,0.19832402234636873,0.13128491620111732,0.0782122905027933,0.4441340782122905,0.25977653631284914,,
Precious Achiuwa,26.0,SAC,C,73.0,57.0,23.9,4.3,8.2,0.528,0.4,1.3,0.278,4.0,6.9,0.577,0.551,1.1,1.9,0.554,2.4,4.3,6.7,1.4,0.9,0.7,0.9,1.7,10.1,26.0,C,73.0,57.0,1745.0,16.2,0.558,0.162,0.232,11.0,20.8,15.8,8.5,1.8,2.6,9.0,17.6,1.8,1.2,2.9,0.081,-0.5,-1.1,-1.6,0.2,22.0,60.0,82.0,0.2682926829268293,0.8902439024390244,2026,0.2737430167597765,0.21508379888268156,0.22625698324022347,0.30446927374301674,0.13128491620111732,0.24022346368715083,0.6061452513966481,,
Jordan Miller,26.0,LAC,SF,60.0,1.0,22.1,3.5,6.7,0.531,0.6,1.8,0.345,2.9,4.8,0.602,0.579,2.3,2.9,0.777,0.8,2.2,3.0,2.3,0.8,0.2,1.1,1.0,10.0,26.0,SF,60.0,1.0,1325.0,15.9,0.628,0.276,0.439,4.5,11.3,8.0,15.1,1.7,0.8,11.7,18.0,2.5,1.0,3.5,0.125,0.6,-0.4,0.2,0.8,42.0,40.0,82.0,0.5121951219512195,0.7317073170731707,2026,0.26536312849162014,0.4972067039106145,0.43575418994413406,0.39106145251396646,0.3770949720670391,0.8547486033519553,0.5642458100558659,,
Isaiah Stewart,24.0,DET,C,58.0,13.0,22.7,3.8,6.9,0.55,0.7,2.1,0.333,3.1,4.9,0.642,0.6,1.7,2.3,0.756,1.7,3.3,5.0,1.1,0.3,1.6,1.2,2.9,10.0,24.0,C,58.0,13.0,1317.0,15.2,0.632,0.299,0.326,8.3,16.3,12.4,6.9,0.6,7.0,12.7,16.6,1.9,2.1,4.1,0.149,-1.1,1.1,0.0,0.7,60.0,22.0,82.0,0.7317073170731707,0.7073170731707317,2026,0.26536312849162014,0.4581005586592179,0.39385474860335196,0.4860335195530726,0.8938547486033519,0.8770949720670391,0.4664804469273743,,
Harrison Barnes,33.0,SAS,PF,77.0,52.0,25.8,3.4,7.5,0.456,1.8,4.6,0.388,1.6,2.8,0.567,0.577,1.3,1.6,0.829,0.8,2.0,2.8,1.9,0.6,0.2,0.8,1.1,9.9,33.0,PF,77.0,52.0,1986.0,11.8,0.608,0.623,0.214,3.5,7.9,5.8,9.7,1.2,0.5,8.8,14.6,2.7,2.1,4.8,0.117,-0.2,0.1,-0.1,1.0,62.0,20.0,82.0,0.7560975609756098,0.9390243902439024,2026,0.25139664804469275,0.441340782122905,0.49162011173184356,0.5726256983240223,0.9385474860335196,0.7039106145251397,0.2011173184357542,,
Tristan Da Silva,24.0,ORL,SF,77.0,34.0,24.7,3.6,8.1,0.45,1.6,4.2,0.374,2.1,3.9,0.532,0.547,1.1,1.2,0.884,0.8,2.9,3.7,1.6,0.9,0.3,0.9,1.5,9.9,24.0,SF,77.0,34.0,1899.0,12.0,0.576,0.518,0.153,3.4,13.4,8.3,9.3,1.7,1.2,9.4,16.2,1.3,2.1,3.3,0.084,-0.7,0.1,-0.6,0.7,45.0,37.0,82.0,0.5487804878048781,0.9390243902439024,2026,0.25139664804469275,0.3770949720670391,0.39385474860335196,0.3770949720670391,0.5307262569832403,0.4134078212290503,0.22346368715083798,,
Ausar Thompson,23.0,DET,SF,73.0,72.0,26.0,4.2,7.9,0.525,0.1,0.3,0.25,4.1,7.6,0.537,0.53,1.5,2.6,0.571,2.1,3.7,5.7,3.1,2.0,0.9,1.5,2.7,9.9,23.0,SF,73.0,72.0,1896.0,16.2,0.545,0.042,0.331,9.0,15.6,12.4,16.3,3.7,3.6,14.3,16.9,1.5,4.1,5.7,0.144,-0.6,3.6,3.1,2.4,60.0,22.0,82.0,0.7317073170731707,0.8902439024390244,2026,0.25139664804469275,0.8687150837988827,0.8016759776536313,0.664804469273743,0.8938547486033519,0.17318435754189945,0.6061452513966481,,
Royce O'Neale,32.0,PHO,SF,78.0,67.0,28.4,3.4,8.0,0.421,2.7,6.7,0.408,0.7,1.3,0.486,0.59,0.3,0.5,0.711,0.8,4.0,4.8,2.7,1.1,0.4,1.3,2.3,9.8,32.0,SF,78.0,67.0,2213.0,11.6,0.596,0.832,0.061,2.9,16.3,9.3,12.8,1.9,1.4,13.8,14.3,1.9,2.7,4.6,0.1,-0.3,1.0,0.7,1.5,45.0,37.0,82.0,0.5487804878048781,0.9512195121951219,2026,0.24022346368715083,0.5558659217877095,0.6145251396648045,0.5446927374301676,0.5307262569832403,0.6424581005586593,0.1787709497206704,,
Zaccharie Risacher,20.0,ATL,SF,67.0,46.0,22.4,3.6,8.0,0.455,1.4,3.9,0.368,2.2,4.1,0.536,0.544,0.9,1.3,0.644,1.1,2.8,3.8,1.1,0.9,0.5,0.9,2.2,9.6,20.0,SF,67.0,46.0,1503.0,11.8,0.557,0.481,0.168,5.0,13.6,9.3,6.8,1.9,2.2,9.2,17.6,0.5,1.9,2.3,0.074,-2.3,-0.2,-2.5,-0.2,46.0,36.0,82.0,0.5609756097560976,0.8170731707317073,2026,0.2346368715083799,0.11452513966480447,0.12569832402234637,0.19832402234636873,0.6145251396648045,0.2346368715083799,0.2011173184357542,,
Daniel Gafford,27.0,DAL,C,55.0,44.0,21.7,3.8,5.7,0.655,0.0,0.0,,3.8,5.7,0.655,0.655,2.0,2.9,0.683,2.5,4.4,6.9,1.1,0.8,1.3,1.1,2.6,9.5,27.0,C,55.0,44.0,1195.0,18.8,0.677,0.0,0.509,12.3,21.1,16.7,7.0,1.7,4.9,14.0,15.8,2.5,1.7,4.1,0.167,-0.5,1.2,0.7,0.8,26.0,56.0,82.0,0.3170731707317073,0.6707317073170732,2026,0.22625698324022347,0.5558659217877095,0.43575418994413406,0.4860335195530726,0.22346368715083798,0.9776536312849162,0.8268156424581006,,
Jay Huff,27.0,IND,C,82.0,47.0,21.0,3.5,7.5,0.476,1.5,4.5,0.319,2.1,2.9,0.723,0.574,1.0,1.2,0.828,0.9,3.1,4.0,1.5,0.5,1.9,0.9,2.4,9.5,27.0,C,82.0,47.0,1719.0,15.2,0.598,0.61,0.162,4.5,16.2,10.3,10.4,1.1,7.6,10.4,18.0,1.3,1.9,3.2,0.089,-0.9,1.3,0.4,1.1,19.0,63.0,82.0,0.23170731707317074,1.0,2026,0.22625698324022347,0.5167597765363129,0.5139664804469274,0.36312849162011174,0.0446927374301676,0.659217877094972,0.4664804469273743,,
Aaron Wiggins,27.0,OKC,SG,65.0,21.0,21.8,3.6,8.2,0.431,1.5,4.2,0.356,2.1,4.1,0.508,0.521,0.8,1.1,0.736,0.6,2.4,3.1,1.7,0.9,0.4,1.2,1.3,9.4,27.0,SG,65.0,21.0,1414.0,11.7,0.538,0.504,0.134,3.3,11.7,7.6,10.6,2.1,1.9,12.5,19.9,-0.4,2.5,2.1,0.072,-1.7,0.7,-0.9,0.4,64.0,18.0,82.0,0.7804878048780488,0.7926829268292683,2026,0.21787709497206703,0.3128491620111732,0.27932960893854747,0.17597765363128492,0.9832402234636871,0.12569832402234637,0.18994413407821228,,
Daniss Jenkins,24.0,DET,PG,72.0,19.0,20.2,3.2,7.9,0.408,1.0,2.7,0.374,2.2,5.2,0.426,0.473,1.9,2.2,0.832,0.7,1.6,2.3,3.9,0.9,0.2,1.6,1.5,9.3,24.0,PG,72.0,19.0,1455.0,13.4,0.525,0.343,0.283,4.0,8.7,6.4,25.8,2.1,1.0,15.3,21.5,0.9,2.0,2.9,0.095,-0.8,0.1,-0.7,0.5,60.0,22.0,82.0,0.7317073170731707,0.8780487804878049,2026,0.20391061452513967,0.35195530726256985,0.30726256983240224,0.30446927374301674,0.8938547486033519,0.0670391061452514,0.31843575418994413,,
Davion Mitchell,27.0,MIA,PG,70.0,70.0,28.6,3.7,7.6,0.49,1.3,3.3,0.395,2.4,4.4,0.561,0.574,0.6,0.9,0.646,0.5,2.2,2.7,6.5,1.0,0.2,1.5,2.6,9.3,27.0,PG,70.0,70.0,2000.0,12.1,0.582,0.428,0.122,1.6,8.0,4.8,29.1,1.6,0.5,16.1,13.6,2.6,1.7,4.3,0.104,-1.3,0.4,-0.9,0.6,43.0,39.0,82.0,0.524390243902439,0.8536585365853658,2026,0.20391061452513967,0.3128491620111732,0.3435754189944134,0.5111731843575419,0.4245810055865922,0.48044692737430167,0.2346368715083799,,
Isaac Okoro,25.0,CHI,SG,63.0,62.0,26.9,3.3,7.3,0.46,1.2,3.5,0.33,2.2,3.8,0.58,0.539,1.4,1.8,0.795,1.1,1.7,2.7,1.6,0.7,0.5,0.7,2.6,9.3,25.0,SG,63.0,62.0,1695.0,9.8,0.574,0.481,0.244,4.4,6.4,5.4,7.8,1.3,1.5,8.3,13.6,1.4,0.7,2.2,0.061,-3.0,-0.8,-3.8,-0.8,31.0,51.0,82.0,0.3780487804878049,0.7682926829268293,2026,0.20391061452513967,0.061452513966480445,0.06424581005586592,0.1871508379888268,0.2737430167597765,0.3854748603351955,0.0782122905027933,,
Marcus Smart,31.0,LAL,SG,62.0,54.0,28.5,3.0,7.7,0.395,1.6,4.7,0.331,1.5,3.0,0.497,0.497,1.7,2.1,0.822,0.6,2.2,2.8,3.0,1.4,0.4,1.5,2.6,9.3,31.0,SG,62.0,54.0,1769.0,9.9,0.543,0.616,0.271,2.5,8.7,5.7,13.6,2.4,1.2,14.7,15.4,0.4,1.6,2.0,0.054,-2.9,0.6,-2.2,-0.1,53.0,29.0,82.0,0.6463414634146342,0.7560975609756098,2026,0.20391061452513967,0.17039106145251395,0.16201117318435754,0.16759776536312848,0.776536312849162,0.164804469273743,0.08659217877094973,,
Sam Hauser,28.0,BOS,PF,78.0,49.0,24.8,3.2,7.7,0.419,2.5,6.5,0.393,0.7,1.2,0.557,0.584,0.2,0.3,0.85,0.7,3.1,3.8,1.5,0.5,0.3,0.4,1.4,9.2,28.0,PF,78.0,49.0,1934.0,11.9,0.59,0.839,0.033,3.3,13.6,8.5,7.9,1.0,1.2,5.4,14.5,2.9,2.1,5.0,0.124,0.6,0.0,0.6,1.3,56.0,26.0,82.0,0.6829268292682927,0.9512195121951219,2026,0.1871508379888268,0.5418994413407822,0.5391061452513967,0.5949720670391061,0.8603351955307262,0.5837988826815642,0.21508379888268156,,
Gui Santos,23.0,GSW,PF,68.0,30.0,20.5,3.4,6.8,0.5,1.1,3.3,0.351,2.2,3.5,0.639,0.585,1.3,1.8,0.725,1.1,2.8,3.9,2.3,0.9,0.3,1.5,2.1,9.2,23.0,PF,68.0,30.0,1395.0,14.2,0.609,0.483,0.261,5.9,15.6,10.6,16.7,2.1,1.5,16.6,18.7,1.2,1.5,2.7,0.094,-0.9,0.3,-0.6,0.5,37.0,45.0,82.0,0.45121951219512196,0.8292682926829268,2026,0.1871508379888268,0.3770949720670391,0.30726256983240224,0.2681564245810056,0.33519553072625696,0.723463687150838,0.39664804469273746,,
Herbert Jones,27.0,NOP,SF,56.0,56.0,28.4,3.3,8.5,0.383,1.4,4.6,0.309,1.8,3.9,0.47,0.467,0.9,1.1,0.806,0.8,2.6,3.4,2.8,1.6,0.5,1.3,3.2,8.9,27.0,SF,56.0,56.0,1588.0,9.1,0.491,0.542,0.13,3.2,9.8,6.4,12.9,2.7,1.6,12.6,15.2,-0.4,1.1,0.7,0.022,-3.7,0.6,-3.1,-0.5,26.0,56.0,82.0,0.3170731707317073,0.6829268292682927,2026,0.17318435754189945,0.08659217877094973,0.08659217877094973,0.08379888268156424,0.22346368715083798,0.013966480446927373,0.0446927374301676,,
Nolan Traoré,19.0,BRK,PG,56.0,31.0,22.2,3.3,8.6,0.38,1.1,3.4,0.318,2.2,5.1,0.422,0.444,1.3,1.7,0.787,0.3,1.5,1.8,3.8,0.8,0.4,2.3,2.1,8.9,19.0,PG,56.0,31.0,1243.0,7.9,0.479,0.401,0.196,1.2,8.4,4.6,27.2,1.8,1.7,19.9,22.8,-2.3,0.6,-1.6,-0.063,-4.8,-2.0,-6.8,-1.5,20.0,62.0,82.0,0.24390243902439024,0.6829268292682927,2026,0.17318435754189945,0.00558659217877095,0.013966480446927373,0.00558659217877095,0.0782122905027933,0.00558659217877095,0.0111731843575419,,
Danny Wolf,21.0,BRK,PF,57.0,15.0,20.8,3.1,7.7,0.405,1.2,3.7,0.322,1.9,4.0,0.48,0.482,1.5,1.9,0.771,1.0,3.9,4.9,2.2,0.5,0.6,1.3,2.2,8.9,21.0,PF,57.0,15.0,1187.0,12.3,0.521,0.48,0.248,5.3,23.2,13.8,17.1,1.2,2.5,13.0,20.6,-0.2,1.0,0.8,0.032,-2.2,-0.3,-2.5,-0.2,20.0,62.0,82.0,0.24390243902439024,0.6951219512195121,2026,0.17318435754189945,0.11452513966480447,0.12569832402234637,0.0893854748603352,0.0782122905027933,0.04189944134078212,0.24860335195530725,,
Cody Williams,21.0,UTA,SG,67.0,41.0,24.3,3.6,7.6,0.468,0.4,2.0,0.214,3.1,5.6,0.556,0.495,1.3,1.8,0.706,0.9,2.0,3.0,2.0,0.8,0.4,1.1,1.8,8.8,21.0,SG,67.0,41.0,1631.0,9.6,0.524,0.257,0.234,3.9,9.3,6.6,11.4,1.5,1.5,11.5,16.0,0.0,0.1,0.1,0.004,-3.6,-1.9,-5.5,-1.5,22.0,60.0,82.0,0.2682926829268293,0.8170731707317073,2026,0.16201117318435754,0.01675977653631285,0.013966480446927373,0.05027932960893855,0.13128491620111732,0.05307262569832402,0.06424581005586592,,
Justin Champagnie,24.0,WAS,SF,69.0,19.0,20.0,3.4,6.7,0.502,0.8,2.4,0.319,2.6,4.3,0.605,0.56,1.2,1.5,0.784,2.1,3.5,5.6,1.2,0.9,0.6,0.7,1.7,8.7,24.0,SF,69.0,19.0,1377.0,17.3,0.589,0.359,0.221,11.1,19.0,15.0,8.7,2.0,2.7,8.2,16.7,2.4,0.8,3.1,0.109,0.6,-1.0,-0.4,0.6,17.0,65.0,82.0,0.2073170731707317,0.8414634146341463,2026,0.15363128491620112,0.4106145251396648,0.3435754189944134,0.3407821229050279,0.01675977653631285,0.5754189944134078,0.7122905027932961,,
Jordan Goodwin,27.0,PHO,PG,70.0,10.0,22.5,3.3,7.9,0.413,1.6,4.3,0.371,1.7,3.6,0.462,0.514,0.6,0.8,0.696,2.0,2.9,4.9,2.2,1.5,0.2,1.0,1.9,8.7,27.0,PG,70.0,10.0,1572.0,14.7,0.525,0.544,0.101,9.4,14.8,12.0,13.6,3.3,0.9,10.5,17.5,1.5,2.4,3.9,0.118,0.3,1.5,1.8,1.5,45.0,37.0,82.0,0.5487804878048781,0.8536585365853658,2026,0.15363128491620112,0.7067039106145251,0.6145251396648045,0.4329608938547486,0.5307262569832403,0.0670391061452514,0.41899441340782123,,
Nique Clifford,23.0,SAC,SG,75.0,28.0,25.1,3.3,7.9,0.418,1.0,3.1,0.333,2.3,4.9,0.471,0.482,0.9,1.3,0.722,0.9,2.9,3.8,2.4,0.9,0.3,1.5,2.1,8.6,23.0,SG,75.0,28.0,1882.0,9.0,0.505,0.388,0.163,3.8,13.3,8.4,13.0,1.7,1.2,15.4,17.0,-1.2,0.6,-0.6,-0.014,-3.7,-1.2,-4.9,-1.4,22.0,60.0,82.0,0.2682926829268293,0.9146341463414634,2026,0.1424581005586592,0.0335195530726257,0.0223463687150838,0.01675977653631285,0.13128491620111732,0.027932960893854747,0.03910614525139665,,
Cason Wallace,22.0,OKC,SG,77.0,58.0,26.6,3.3,7.6,0.432,1.3,3.7,0.351,2.0,3.8,0.51,0.518,0.7,0.9,0.809,0.8,2.3,3.1,2.6,1.9,0.4,0.9,2.0,8.6,22.0,SG,77.0,58.0,2046.0,12.1,0.538,0.493,0.116,3.5,8.9,6.3,12.7,3.5,1.3,10.6,14.5,1.0,4.2,5.2,0.122,-2.1,3.3,1.2,1.7,64.0,18.0,82.0,0.7804878048780488,0.9390243902439024,2026,0.1424581005586592,0.6256983240223464,0.6536312849162011,0.6145251396648045,0.9832402234636871,0.12569832402234637,0.2346368715083799,,
Brook Lopez,37.0,LAC,C,75.0,40.0,21.8,3.1,7.2,0.428,1.5,4.2,0.36,1.6,3.0,0.524,0.533,0.7,1.0,0.757,0.6,3.0,3.6,1.3,0.6,1.2,0.8,2.1,8.5,37.0,C,75.0,40.0,1635.0,12.3,0.552,0.585,0.137,3.4,15.7,9.7,8.5,1.4,5.0,9.6,17.2,0.5,1.8,2.3,0.068,-1.3,0.4,-0.9,0.5,42.0,40.0,82.0,0.5121951219512195,0.9146341463414634,2026,0.13128491620111732,0.3128491620111732,0.30726256983240224,0.19832402234636873,0.3770949720670391,0.21787709497206703,0.24860335195530725,,
Collin Murray-Boyles,20.0,TOR,PF,57.0,22.0,21.9,3.5,6.0,0.579,0.3,0.9,0.34,3.2,5.1,0.62,0.604,1.2,1.9,0.657,2.3,2.7,5.0,1.9,0.9,0.9,1.0,2.6,8.5,20.0,PF,57.0,22.0,1246.0,16.4,0.621,0.146,0.316,12.0,14.0,13.0,11.7,2.0,4.1,13.2,15.5,2.1,1.9,4.0,0.154,-0.5,1.5,1.0,1.0,46.0,36.0,82.0,0.5609756097560976,0.6951219512195121,2026,0.13128491620111732,0.6061452513966481,0.49162011173184356,0.4581005586592179,0.6145251396648045,0.8268156424581006,0.6312849162011173,,
Draymond Green,35.0,GSW,PF,68.0,68.0,27.5,3.0,7.2,0.418,1.5,4.6,0.326,1.5,2.7,0.575,0.52,0.9,1.2,0.702,0.8,4.7,5.5,5.5,0.9,0.6,2.7,2.9,8.4,35.0,PF,68.0,68.0,1869.0,10.4,0.54,0.631,0.171,3.2,19.5,11.2,27.3,1.6,2.1,25.5,16.1,-0.4,2.1,1.7,0.044,-2.4,1.0,-1.4,0.3,37.0,45.0,82.0,0.45121951219512196,0.8292682926829268,2026,0.12290502793296089,0.2430167597765363,0.2569832402234637,0.1452513966480447,0.33519553072625696,0.13966480446927373,0.1005586592178771,,
Luguentz Dort,26.0,OKC,SF,69.0,69.0,26.8,2.9,7.6,0.385,1.9,5.4,0.344,1.1,2.2,0.487,0.508,0.6,0.8,0.759,0.8,2.7,3.6,1.2,0.9,0.4,0.8,2.6,8.3,26.0,SF,69.0,69.0,1849.0,8.3,0.524,0.71,0.111,3.4,10.7,7.2,5.9,1.6,1.4,8.9,14.1,0.0,3.0,3.0,0.078,-2.8,0.8,-2.0,0.0,64.0,18.0,82.0,0.7804878048780488,0.8414634146341463,2026,0.11731843575418995,0.1871508379888268,0.1871508379888268,0.32122905027932963,0.9832402234636871,0.05307262569832402,0.030726256983240222,,
